Type,Country,IP/Domain,Count
IP,Brazil,177.66.91.26 (ASN: 52846),1
IP,Brazil,179.191.59.217 (ASN: 262494),1
IP,Brazil,170.245.25.7 (ASN: 61588),1
IP,Brazil,177.73.29.69 (ASN: 52685),1
IP,Brazil,200.107.119.153 (ASN: 270248),1
IP,Brazil,45.183.48.239 (ASN: 269319),1
IP,Brazil,177.66.91.195 (ASN: 52846),1
IP,Brazil,179.191.59.22 (ASN: 262494),1
IP,Brazil,143.255.227.211 (ASN: 28649),1
IP,Brazil,167.250.250.69 (ASN: 265220),1
IP,Brazil,45.185.155.124 (ASN: 269386),1
IP,Brazil,187.85.165.205 (ASN: 28343),1
IP,Brazil,177.66.91.186 (ASN: 52846),1
IP,Brazil,187.85.165.100 (ASN: 28343),2
IP,Brazil,177.66.91.249 (ASN: 52846),1
IP,Brazil,168.181.240.254 (ASN: 265358),1
IP,Brazil,170.245.24.117 (ASN: 61588),1
IP,Brazil,170.245.24.231 (ASN: 61588),1
IP,Brazil,187.85.165.113 (ASN: 28343),1
IP,Brazil,177.66.91.190 (ASN: 52846),1
IP,Brazil,143.255.224.67 (ASN: 28649),1
IP,Colombia,38.156.93.216 (ASN: 272137),1
IP,Colombia,38.156.92.225 (ASN: 272137),1
IP,Colombia,38.156.93.208 (ASN: 272137),1
IP,Colombia,38.156.93.153 (ASN: 272137),1
IP,Colombia,38.156.93.163 (ASN: 272137),1
IP,Colombia,38.156.92.44 (ASN: 272137),1
IP,Colombia,38.156.93.120 (ASN: 272137),1
IP,Colombia,38.156.93.31 (ASN: 272137),1
IP,Colombia,38.156.93.14 (ASN: 272137),1
IP,Colombia,38.156.92.27 (ASN: 272137),1
IP,Argentina,190.57.238.211 (ASN: 20207),1
IP,Argentina,190.57.238.201 (ASN: 20207),1
IP,Argentina,191.98.221.228 (ASN: 263219),1
IP,Argentina,190.57.239.22 (ASN: 20207),1
IP,Argentina,190.57.239.29 (ASN: 20207),1
IP,Argentina,190.57.239.8 (ASN: 20207),1
IP,Argentina,191.98.221.144 (ASN: 263219),1
IP,Argentina,190.57.238.16 (ASN: 20207),2
IP,Argentina,190.57.239.129 (ASN: 20207),1
IP,Argentina,191.98.221.7 (ASN: 263219),1
IP,Argentina,191.98.221.167 (ASN: 263219),1
IP,Argentina,190.57.239.212 (ASN: 20207),1
IP,Argentina,190.57.239.40 (ASN: 20207),1
IP,Argentina,191.98.221.44 (ASN: 263219),1
Domain,,ebay.com,12
Domain,,microsoft.com,171
Domain,,spotify.com,50
